date,Account,pnl
2024-01-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,34709.852428
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.979116
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.423473
2024-02-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567
2024-02-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-02-06,0x8477e447846c758f5a675856001ea72298fd9cb5,192.906947
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2421.253116
2024-02-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-02-08,0x8477e447846c758f5a675856001ea72298fd9cb5,228.247701
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,554.12049
2024-02-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-02-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-02-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-02-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1283.846047
2024-02-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,16196.864846
2024-02-12,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-02-12,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0
2024-02-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,754.7378
2024-02-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0
2024-02-12,0x8477e447846c758f5a675856001ea72298fd9cb5,254.15562
2024-02-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0
2024-03-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,866.015507
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,223.30918699999998
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.861625
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.844579999999999
2024-03-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-06,0x8477e447846c758f5a675856001ea72298fd9cb5,562.808208
2024-03-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1118.387284
2024-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-03-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-08,0x8477e447846c758f5a675856001ea72298fd9cb5,464.1897
2024-03-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0
2024-03-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-03-10,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,100.375782
2024-03-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0
2024-03-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-03-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1190.358719
2024-03-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,121.535562
2024-03-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0
2024-03-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,30.727222
2024-03-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1467.1002210000001
2024-03-12,0x8477e447846c758f5a675856001ea72298fd9cb5,-158.695661
2024-03-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0
